module_path,category,feature,platform,hex_layer,encapsulation,plugin_applied,source_set,source_set_dir,source_set_dir_rel,platform_set,kotlin_loc,kotlin_files
:feat:users:fe:driven:impl,feat,users,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driven/impl/src/commonMain,feat/users/fe/driven/impl/src/commonMain,frontend,186,7
:feat:users:fe:driven:test,feat,users,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driven/test/src/commonMain,feat/users/fe/driven/test/src/commonMain,frontend,70,3
:feat:users:fe:driving:api,feat,users,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/api/src/commonMain,feat/users/fe/driving/api/src/commonMain,frontend,30,3
:feat:users:fe:driving:api,feat,users,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/api/src/nonWebMain,feat/users/fe/driving/api/src/nonWebMain,nonWeb_fe,15,2
:feat:users:fe:driving:api,feat,users,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/api/src/webMain,feat/users/fe/driving/api/src/webMain,web,34,3
:feat:users:fe:driving:impl,feat,users,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/impl/src/commonMain,feat/users/fe/driving/impl/src/commonMain,frontend,444,11
:feat:users:fe:driving:impl,feat,users,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/impl/src/commonTest,feat/users/fe/driving/impl/src/commonTest,,258,2
:feat:users:fe:driving:impl,feat,users,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/impl/src/nonWebMain,feat/users/fe/driving/impl/src/nonWebMain,nonWeb_fe,7,1
:feat:users:fe:driving:impl,feat,users,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/users/fe/driving/impl/src/webMain,feat/users/fe/driving/impl/src/webMain,web,7,1
:featShared:database:be:driven:api,featShared,database,be,driven,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/be/driven/api/src/main,featShared/database/be/driven/api/src/main,backend,269,17
:featShared:database:be:driven:impl,featShared,database,be,driven,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/be/driven/impl/src/main,featShared/database/be/driven/impl/src/main,backend,26,2
:featShared:database:be:driven:test,featShared,database,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/be/driven/test/src/main,featShared/database/be/driven/test/src/main,backend,54,4
:featShared:database:fe:driven:api,featShared,database,fe,driven,api,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/api/src/commonMain,featShared/database/fe/driven/api/src/commonMain,frontend,0,0
:featShared:database:fe:driven:impl,featShared,database,fe,driven,impl,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/impl/src/commonMain,featShared/database/fe/driven/impl/src/commonMain,frontend,39,1
:featShared:database:fe:driven:test,featShared,database,fe,driven,test,libs.plugins.snag.multiplatform.module,androidMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/test/src/androidMain,featShared/database/fe/driven/test/src/androidMain,android,4,1
:featShared:database:fe:driven:test,featShared,database,fe,driven,test,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/test/src/commonMain,featShared/database/fe/driven/test/src/commonMain,frontend,3,1
:featShared:database:fe:driven:test,featShared,database,fe,driven,test,libs.plugins.snag.multiplatform.module,iosMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/test/src/iosMain,featShared/database/fe/driven/test/src/iosMain,ios,4,1
:featShared:database:fe:driven:test,featShared,database,fe,driven,test,libs.plugins.snag.multiplatform.module,jvmMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/test/src/jvmMain,featShared/database/fe/driven/test/src/jvmMain,jvm_desktop,16,1
:featShared:database:fe:driven:test,featShared,database,fe,driven,test,libs.plugins.snag.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/database/fe/driven/test/src/webMain,featShared/database/fe/driven/test/src/webMain,web,4,1
:featShared:storage:be:driven:impl,featShared,storage,be,driven,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/storage/be/driven/impl/src/main,featShared/storage/be/driven/impl/src/main,backend,10,1
:featShared:storage:fe:driven:impl,featShared,storage,fe,driven,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/featShared/storage/fe/driven/impl/src/commonMain,featShared/storage/fe/driven/impl/src/commonMain,frontend,7,1
